gene_id	gene_length
hoxd13a	2941
evx2	4405
lnpa	24691
atp5g3a	7232
atf2	42979
LOC110440038	3811
chn1	90646
wipf1a	18732
gpr155a	34211
scrn3	11676
si:ch73-167c12.2	12608
sp9	2545
LOC103911600	82956
sp3a	18475
cdca7a	12525
zak	49011
rapgef4	86167
si:ch211-173m16.2	2238
si:ch1073-219n12.1	70553
pdk1	18618
ftr52p	12407
dync1i2a	62985
hat1	31799
dlx1a	5271
dlx2a	3322
itga6a	56858
cybrd1	5724
dcaf17	20633
mettl8	15987
tlk1a	61141
gad1a	34546
sp5a	5541
myo3b	210729
LOC103911603	1833
ubr3	117287
mylka	121403
kalrna	279618
trnaq-uug_75	71
trnap-cgg_67	71
trnaq-uug_76	71
trnap-ugg_117	71
trnap-cgg_68	71
kcnj3a	34433
galnt13	64381
rprma	1031
prpf40a	46781
fmnl2a	124493
nr4a2a	3981
galnt5	17774
cytip	9261
acvr1c	47062
tnfsf13b	13444
abhd13	5781
fam155a_1	225172
LOC100331465	81414
pdzk1	30037
si:ch73-390b10.2	18744
st6gal2a	114659
tmtops2b	88882
uxs1	114760
ecrg4a	8734
nck2a	107012
fhl2a	23408
si:dkeyp-118h3.6	10553
si:dkeyp-118h3.5	10446
pou3f3a	3105
LOC110440039	1554
tmem182a	11934
mfsd9	20212
slc9a2	29175
inpp4aa	70197
si:dkey-4e7.3	9055
coa5	7762
mgat4a	121998
LOC110440040	4265
creg2	10756
si:ch211-121j5.4	30347
mitd1	11941
ihha	8529
slc23a3	25982
LOC563561	34944
tmem198a	44400
desma	23462
ptprna	71124
mir153c	150
dnajb2	33437
tuba8l3	11214
si:ch73-199e17.1	7526
mnx2a	4071
si:ch1073-349o24.2	40270
myo16	310402
LOC108191363	1022
si:ch211-145c1.1	6243
si:dkey-90l23.1	8953
si:ch1073-75o15.4	5436
LOC564755	2627
zgc:171776	2360
si:ch1073-75o15.3	2171
zgc:153499	4174
irs2b	26643
col4a1	95195
col4a2	155301
rab20	7676
carkd	25590
ankrd10b	38591
ube2al	3798
ing1	6629
sik1	9866
cbsb	45379
u2af1	12242
si:ch211-214p13.3	31380
LOC101884846	1425
si:ch211-214p13.8	5359
LOC108191352	1285
zgc:113337	25634
si:ch211-214p13.7	19949
si:ch211-214p13.9	8755
maats1	57413
nr1i2	60094
gsk3b	93582
gpr156	29714
lrrc58b	15149
fstl1b	105800
ttf2	22593
prmt2	7941
ugt1a6	28132
ugt1a5	22749
ugt1a4	19700
ugt1ab	12731
ugt1a2	10761
ugt1a1	7914
ugt1a7	33627
nxph2a	30463
spopla	17057
hnmt	39943
thsd7ba	375504
cxcr4b	1975
dars	60743
LOC566927	5832
gmppaa	8655
si:ch1073-416j23.1	58862
si:dkey-22p6.2	1701
asic4a	193396
chpfa	17359
wnt6b	59127
wnt10a	29832
cdk5r2b	2597
fev	3498
mir1788	100
cryba2b	6077
mir375-2	82
umps	10568
si:dkey-69o16.5	8076
itgav	57496
zc3h15	11534
znf804a	127416
nup35	10810
zgc:162707	19735
ehhadh	15294
tmem41aa	11027
igf2bp2a	109125
LOC110440041	4646
tra2b	15700
tspearb	28179
sumo3b	4286
pttg1ipb	3840
myo10l3	150490
glb1l	19540
ankzf1	17855
si:ch211-167j6.3	13356
LOC100003133	6002
trnak-uuu_305	72
si:ch211-167j6.5	5097
LOC110440042	4190
si:dkey-230p4.1	48843
LOC103911617	18972
bmpr2b	151403
LOC103911618	5041
fam117bb	92164
carf	21814
kiaa2012	90166
fzd7a	2729
trnaq-uug_77	71
trnaq-uug_78	71
als2a	44765
mpp4a	30231
tmem237a	14541
abi2a	66688
LOC101885154	5609
raph1a	149482
cd28	3366
si:ch211-67e16.2	8971
si:ch211-67e16.3	9054
si:ch211-67e16.4	20666
fer1l6	41766
prkag3b	18575
ttll4	30909
si:ch211-67e16.11	43923
abcb6b	140921
nrp2b	137393
pard3bb	641807
fn1a	62423
LOC103911621	4278
LOC110440043	5747
LOC108191299	6304
si:dkey-103d23.3	5356
si:dkey-103d23.5	4599
LOC101883591	13503
crfb4	126639
LOC101883521	2002
upp2	11187
myo1b	111862
si:ch211-261p9.4	8369
epha3	177463
stx19	10056
rsph1	18004
cln5	5390
fbxl3a	10394
mycbp2	240460
LOC101887044	1044
scel	28545
slain1a	38143
LOC103911624	1939
ftr53	2387
kbtbd7	3065
zgc:101559	4972
rgcc	11084
vwa8	242669
dgkh	173634
akap11	34722
tnfsf11	20311
epsti1	57657
dnajc15	62629
enox1	259361
lacc1	12583
serp2	4929
tsc22d1	83317
gtf2f2b	75960
kctd4	1561
si:dkey-239h2.3	2839
vgll3	10373
LOC108191306	13525
chmp2ba	18349
crfb2	18909
crfb1	24863
pou1f1	29097
htr1fa	57247
si:ch211-277p15.1	7562
zgc:152951	28616
slc37a1	39642
pde9a	55629
wdr4	12066
si:ch211-140m22.7	21420
ndufv3	9443
pknox1.1	20515
tmprss3a	36517
fgf9	7108
si:ch211-141e20.2	144052
pdxka	33994
LOC103911631	1801
LOC103911649	3336
LOC101883688	1605
LOC110440044	11551
LOC101883734	1344
LOC103911633	1722
si:dkey-287i17.4	2248
LOC110440045	586
LOC103911635	6528
LOC101883770	1284
LOC101883821	1894
igsf3	296026
parp4	21808
vtcn1	4532
trim45	10716
man1a2	211161
LOC103911637	758
fam46c	2951
gdap2	47107
wdr3	18657
tbx15	33116
wars2	26046
hao2	17815
si:rp71-68n21.9	11162
hsd3b1	6883
LOC100535312	2983
pla1a	11192
popdc2	6481
cox17	2573
si:rp71-68n21.12	13925
ska3	5791
sap18	1917
LOC101884374	5228
lats2	24842
xpo4	50939
n6amt2	4563
il17d	1727
ift88	17957
cryl1	15964
cx30.3	3865
gja3	5783
zmym2	30387
mphosph8	26513
aff3	35837
arhgef7a	31713
LOC110438834	143534
LOC108191313	11483
sox1a	1927
rev1	24280
txndc9	5511
mrpl30	1111
zgc:162944	4864
irg1	4417
kctd12.1	1867
lmo7a	76901
uchl3	5198
si:dkey-57a22.11	8767
crygm7	928
si:dkey-57a22.14	803
crygm6	962
si:dkey-57a22.15	891
crygm1	910
zgc:153846	924
crygm2c	943
crygmxl1	1486
crygm2b	939
crygm2a	840
crygm2e	847
crygm2d13	896
crygm2d11	810
crygm2d15	830
crygm2d18	837
crygm2d17	1278
crygm2d8	845
crygm2d14	924
crygm2d16	810
crygm2d6	980
crygm2d19	829
crygm2d12	788
crygm2d20	886
crygm2d5	614
crygm2d9	1039
crygm2d4	812
crygm2d7	619
crygm2d3	729
crygm2d21	1166
crygm2d10	829
crygm2d2	783
crygm2d1	818
crygm2f	905
crygm5	1334
crygm3	796
crygs4	785
crygs3	1137
LOC567728	243491
etv5a	17240
si:dkey-189g17.2	15078
LOC108191375	853
itgb5	70511
tnfaip6	15578
rif1	21221
neb	87712
arl5a	15496
tsn	9799
si:dkey-91i10.2	63163
eaf2	4733
si:dkey-91i10.3	13680
rnd3b	7426
mmadhc	6736
lypd6	50199
lypd6b	38713
kif5c	34828
LOC110440046	3674
LOC108191314	5169
map3k19	10839
ccnt2a	8451
acmsd	9576
tmem163a	60959
arl4cb	1488
sh3bp4	19315
LOC108191355	5944
LOC108191315	1302
cntnap5a	140161
tas2r203	917
gypc	52754
LOC103911639	5897
ndufa10	6725
faima	7013
si:ch211-219a4.6	7786
si:ch211-219a4.3	13910
esyt3	23176
trnal-caa_4	109
dhrs12	4026
wdfy2	10587
ints6	16264
serpine3	8094
fam124a	23775
asb18	8430
cops8	10462
trim63b	1512
col6a3	61975
LOC108191316	15161
mlphb	14741
prlh	377
rpe	5952
LOC101886229	1600
LOC103911641	528
ackr3a	6489
lrrfip1a	49727
tyw5	4352
zgc:123096	2675
pgap1	25431
hecw2a	34235
stk17b	8103
zgc:153521	4903
zgc:153901	4161
nabp1a	4105
trnas-cga_37	81
cavin2a	19538
tmeff2a	163676
LOC103911643	812
LOC103911644	812
LOC100534830	2932
LOC103911645	49535
slc39a10	30445
dnah7	106640
si:ch211-284a16.2	7533
si:ch211-260b17.5	1432
trnal-caa_5	109
si:ch211-260b17.6	12325
lrch1	73561
esd	9596
htr2aa	58521
LOC101882178	5915
med4	7796
itm2bb	15651
epc2	18648
acvr2aa	63569
zeb2a	61949
gtdc1	72988
arhgap15	70061
arglu1a	10400
efnb2a	19892
si:dkey-23f21.1	1806
LOC103911648	1037
LOC110440047	21440
si:rp71-84d19.3	7545
slc10a2	5176
LOC103911657	2993
tlr20.2	2996
LOC108191356	976
LOC572462	2899
tlr20.4	3173
nepro	10410
tex30	3202
kdelc1	12185
stxbp5l	235693
gtf2e1	28498
lcmt2	13073
crygs2	4510
tbccd1	8971
rab5b	12752
si:rp71-45g20.11	1863
LOC108191324	3977
si:rp71-45g20.10	1821
LOC110439181	3763
LOC101884148	8079
si:rp71-45g20.4	1769
dbr1	7930
armc8	25065
kcnh3	195155
idh1	23415
plekhm3	67702
fzd5	1922
ccnyl1	17476
creb1b	13231
klf7b	54574
LOC101884404	696
si:dkey-29d5.1	8346
si:ch73-7i4.2	10313
LOC101884718	1262
LOC100537744	4563
zgc:162396	3054
zgc:162780	3849
LOC101884827	5108
zgc:91818	49566
epb41l5	68470
ptpn4a	60603
tmem177	5249
si:ch73-116o1.2	19392
pth2r	199621
LOC569401	7218
hs6st3b	88590
uggt2	52215
dnajc3a	13839
si:dkey-46k9.4	3282
fdx1	6320
arhgap20	17076
rnf17	22688
cenpj	8100
mcf2lb	34157
phf11	17657
spryd7b	7008
trim13	6815
mir16c	135
mir15a-2	101
rnaseh2b	7667
LOC110438837	6140
c9hxorf21	2129
LOC101885868	7592
il1rapl1a	269033
cmss1	9197
tmem30c	13042
dcbld2	41356
col8a1a	12040
si:ch211-283e2.7	2750
jagn1a	2394
tfg	16337
abi3bp	33850
impg2a	18072
tlr20f	3358
LOC794466	3231
si:dkey-100n23.3	25565
si:dkey-100n23.5	13875
mid1ip1a	1225
otc	6877
rpgra	13653
srpx	22779
sytl5	41291
asb11	6554
piga	10183
si:dkey-18p12.4	4570
zgc:113314	25461
LOC103911663	7561
gja8a	4099
gja5a	13192
acp6	11646
si:dkey-229b18.3	12835
LOC101884285	3200
chaf1b	12618
morc3a	17968
commd6	4731
tbc1d4	55330
klf12b	63844
klf5b	8520
LOC101887159	24551
dachd	174614
gpr18	4587
gpr183a	2896
si:ch211-184m13.4	1887
clybl	91439
LOC108191330	6947
zic5	3940
LOC101882140	56188
zic2a	4780
tmtc4	27181
si:ch211-168k14.2	58070
nalcn	158474
itgbl1	58058
LOC110437732	5410
fgf14	216312
LOC103911668	1480
si:dkey-83m22.7	3048
pikfyve	30534
ankrd44	53079
sf3b1	15533
coq10b	8675
LOC101884351	7175
LOC103911669	5929
wu:fj66e11	7437
LOC101884425	8018
LOC101882911	5849
LOC101884483	6401
hspd1	14111
hspe1	3990
mob4	5986
rftn2	30692
plcl1	102921
satb2	59705
dnajb11	7659
rabl3	3298
gzm3	2102
si:ch211-165b19.5	3309
si:ch211-165b19.8	1759
si:ch211-165b19.9	1759
ercc1	9332
olig1	2063
si:ch211-165b19.11	1370
olig2	2080
zgc:112056	7137
mxc	13122
mxe	15316
hpx	6711
si:dkey-145p14.5	15375
LOC101883176	8331
fam160a2	35781
cnga4	11342
nhlh2	36550
vangl1	69523
si:ch211-125e6.5	1617
zgc:172053	1484
casq2	9861
LOC108181495	4381
si:ch211-125e6.8	7158
slc5a3b	9448
atp5o	3299
dopey2	40877
si:ch211-125e6.11	2098
si:ch211-125e6.12	1322
si:ch211-125e6.13	1319
si:ch211-125e6.14	931
LOC110440036	3308
si:dkey-216e24.3	1403
usp9	59837
rpl8	6591
ddx3a	20430
nyx	5980
caska	243226
gpr34b	1352
si:dkey-216e24.9	4664
mao	65008
ndp	16639
efhc2	23131
fundc1	1641
kdm6a	74244
si:ch73-147f11.1	15682
mir221	92
mir222	107
ccdc80	24053
slc35a5	9792
f5	20991
gpr161	13660
dcaf6	54015
mpc2	5290
nxpe3	11362
me3	13807
ildr1b	8464
ildr2	26222
LOC103911676	6979
gpa33	10695
pou2f1b	36215
cd247l	11808
LOC101887113	6495
lamp1	9588
grtp1b	6233
med14	26202
si:ch211-218d20.15	4073
si:ch211-269e2.1	50247
ppp2r3b	25493
shox	8938
crlf2	13049
slc25a6	5441
asmtl	9746
p2ry8	14986
upf3a	15891
cdc16	17178
dcun1d2a	7277
tfdp1a	17709
zgc:172067	3998
si:ch211-160b11.4	6468
jam2b	13502
gabpa	11011
appb	43309
si:dkey-192g7.3	4468
ncam2	388155
zp2l1	2203
si:dkey-67c22.2	10081
rcan1a	21788
LOC101886280	726
dnajc28	2353
mab21l3	8615
atp1a1b	20525
lrp1bb	570161
ralba	29201
LOC101886468	1596
LOC101886505	2749
si:dkey-3d4.3	13541
inhbb	7584
gli2a	155072
slc15a2	19430
hspbap1	25640
dirc2	86139
sema5ba	269778
pdia5	84489
sec22a	10064
adcy5	149420
hacd2	13414
stam2	21810
cacnb4a	56005
si:dkey-219c10.4	17248
nifk	3482
clasp1a	127960
tfcp2l1	18892
ddx18	37140
ccdc93	14698
plcd4b	17952
znf142	9924
bcs1l	7259
cyp27a7	10167
cyp27a1.2	6274
zgc:136333	6521
cyp27a1.4	11052
mcm3ap	23671
lss	18534
lmln	15416
osbpl11	32179
si:dkey-101k6.5	23149
snx4	33111
znf148	16249
slc12a8	40239
heg1	22639
tas2r201.1	941
tas2r201.2	977
tas2r3	1028
kansl1l	35721
map2	207002
myl1	11068
cps1	110941
erbb4b	624630
LOC108191339	3893
LOC101883027	1811
LOC103911682	2431
LOC108191338	7343
si:zfos-1425h8.1	58979
LOC110440048	76457
LOC103911684	1303
vwc2l	70705
bard1	50618
abca12	160881
pofut2	22979
hibch	50711
mstnb	3801
pms1	58215
ormdl1	9139
adat3	4567
osgepl1	5571
ankar	32024
zgc:136439	3089
asnsd1	6964
slc40a1	10728
wdr75	33724
stat4	50271
stat1b	49932
glsb	78406
nab1b	46240
nemp2	21891
mfsd6b	24881
spegb	164066
mir732	84
ctdsp1	51279
mir26a-1	77
obsl1b	39878
si:dkeyp-30e7.2	2460
col18a1a	157950
pcbp3	131379
lrrc3	12766
si:dkey-10c21.1	1863
calcrla	57787
tfpia	63808
LOC103911686	2990
gulp1a	43023
col5a2a	44331
fkbp7	2348
ttn.1	140869
ttn.2	178143
ccdc141	68167
sestd1	63410
znf385b	295116
cwc22	91746
ube2e3	82439
itga4	54255
cerkl	195325
LOC110440049	20702
neurod1	3171
ssfa2	115414
ppp1r1c	58746
LOC101882689	2021
pde1a	145920
LOC103911689	4951
dusp19a	5595
nckap1	103214
frzb	6721
dnajc10	27044
zgc:66484	6456
vil1	42656
itgb2	22684
retsatl	4469
adarb1b	314738
agr1	11777
traf3ip1	62540
LOC101882148	6412
asb1	16837
LOC110440056	5250
twist2	4038
hdac4	392784
LOC559107	13135
lct	11620
cx43.4	10226
LOC110440050	13756
slc4a3	201672
LOC103911691	1761
igfbp2b	54272
igfbp5b	21543
LOC103911692	2649
LOC108191357	1989
tns1b	465451
gpbar1	9489
zgc:92380	32888
arpc2	33872
LOC797181	4304
cxcr2	1202
mettl5	8497
klhl23	51281
trnar-ccu_15	72
trnam-cau_165	71
trnam-cau_166	71
trnam-cau_167	71
trnar-ccu_16	72
trnam-cau_168	71
trnar-ccu_17	72
trnam-cau_169	71
trnai-uau_46	71
trnam-cau_170	71
trnam-cau_171	71
trnar-ccu_18	72
trnam-cau_172	71
trnam-cau_173	71
trnam-cau_174	71
trnam-cau_175	71
trnam-cau_176	71
trnam-cau_177	71
trnar-ccu_19	72
trnam-cau_178	71
trnam-cau_179	71
trnam-cau_180	71
trnam-cau_181	71
trnam-cau_182	71
trnam-cau_183	71
trnar-ccu_20	72
trnam-cau_184	71
trnai-uau_47	71
trnam-cau_185	71
trnam-cau_186	71
trnar-ccu_21	72
trnar-ccu_22	72
trnam-cau_187	71
trnam-cau_188	71
trnar-ccu_23	72
trnam-cau_189	71
trnai-uau_48	71
trnam-cau_190	71
trnam-cau_191	71
trnar-ccu_24	72
trnam-cau_192	71
trnam-cau_193	71
trnar-ccu_25	72
trnam-cau_194	71
trnam-cau_195	71
trnam-cau_196	71
trnar-ccu_26	72
trnam-cau_197	71
phgdh	28282
ccdc173	11891
fastkd1	33633
klhl41a	12660
bbs5	11824
col28a2a	72133
zgc:172182	20480
lrp2a	254177
rdh1	26072
dhrs9	30143
abcb11a	76258
spc25	12112
nostrin	29605
cers6	60772
stk39	117993
b3galt1b	345713
xirp2b	82817
csrnp3	86911
galnt3	43981
ttc21b	52273
scn1a	95555
slc38a11	32542
cobll1b	167669
grb14	95230
fign	154580
LOC101883476	91318
LOC101883600	57401
ifih1	69630
fap	36323
gcgb	6313
slc4a10b	138485
tbr1b	6234
tank	42330
LOC100333618	163704
cd302	23146
LOC100536981	111188
LOC110440051	1681
LOC103911696	22842
tanc1b	355984
LOC101884179	1025
dap1b	25316
LOC101885164	3847
nme8	35538
smarcal1	47672
march4	47065
xrcc5	39486
tmem169b	5682
LOC110440054	5812
pfkla	50975
si:ch211-45c16.2	119982
LOC101884915	7598
trpm2	91611
il1rl1	21124
LOC108191349	718
LOC799279	28210
zmp:0000000936	52301
LOC101884991	1706
LOC110440052	37585
sox21b	1346
dct	25038
gpc6b	57612
mir92a-2	94
mir18b	86
mir17a-2	82
slitrk5b	28880
pcdh8	7966
si:ch211-199f5.1	13886
lect1	19120
ednrbb	17615
cog3	56396
mid1	114019
frmpd4	89735
tlr7	4795
LOC100332713	1266
LOC100332583	13987
tmsb4x	1587
LOC110440055	16583
rbm27	43654
pou4f3	1266
il13	2948
rad50	49368
si:ch211-79h18.2	6082
drd1b	2168
trnal-aag_221	81
egfl6	49654
rab9a	17813
trappc2	5474
ofd1	27556
gpm6bb	24533
glra2	49645
fancb	38470
mospd2	66221
gpr143	34755
tbl1x	35761
LOC100535716	77647
nlgn4b	51611
mxra5b	21889
arsh	19661
si:ch211-39i22.1	45213
LOC101884336	57047
asmt	14727
akap17a	24526
sowahca	7048
sept10	17926
LOC100303724	26142
edar	69584
LOC100333807	1299
tbc1d8	31765
rpl31	6886
cnot11	12602
lcp1	8481
LOC110440053	2816
LOC101885626	4430
LOC108191351	3738
rab3gap1	63198
nek5	2485
actr3	4930
gpr39	3933
nmi	4480
LOC101885096	8896
LOC100148704	16415
ubxn4	2874
tiprl	6810
riox2	5777
crybg3	13788
sim2_1	31503
hlcs	5489
dyrk1aa	14789
dscr3	4829
ttc3	28399
pigp	5610
ripply3	4466
kcnj6	24802
kcnj15	3789
erg	7520
ets2	8789
psmg1	3707
mpzl1l	13635
klhl35	11944
lrrc32	8924
emsy	20129
wu:fj39h09	2004
akt2l	11131
vaspa	19161
zgc:171929	476
dmpk	21084
si:ch1073-303d10.1	7570
LOC101883852	15936
dact3a	12056
LOC569920	9825
zdhhc8a	15529
arvcfa	38878
LOC110440081	1952
LOC108191543	2878
npffr1l3	14071
LOC101884200	2931
bmp10l	4925
smad4a	16416
rfx3	41465
glis3	46562
unc5c	224278
bmpr1bb	97506
pdlim5b	88401
opn4xa	46443
gdnfa	16812
wdr70	99756
si:ch73-209l12.1	61584
ora5	1170
nup155	39199
sgsm1b	37124
triap1	3452
srsf9	10146
si:ch73-46j18.5	5746
gal3st1b	12574
epb41l4a	82326
apc	63606
c3ar1	1456
tdgf1	6456
LOC100535760	7934
LOC101884606	4347
cntnap3	199998
LOC557306	27234
zmp:0000001301	23289
spin1	18515
nxnl2	3371
wu:fb59d01	8654
LOC556989	68467
ccl27b	1890
pdxp	2119
setd9	10359
mier3a	16364
grk5	39907
ash2l	29910
pnx	2572
aebp1	29505
ykt6	9668
ddx56	19356
ccar2	22752
erap1a	22610
oclna	18151
marveld2a	24402
zfyve16	50550
ankrd34ba	8478
rasgrf2a	60477
ckmt2a	18414
ube2l3a	5305
hic2	10252
pi4kaa	74706
slc25a1b	26616
zgc:56235	22509
tor4aa	9694
brap	22648
naa25	29648
ddx55	18357
tmed2	7782
ptpn11a	22658
rph3aa	49310
zgc:123275	12742
ttc28	506009
LOC101886896	7807
pitpnb	40642
mn1a	21564
plppr1	23210
grin3a	37305
LOC795887	34686
mir430a-1	81
plk2a	9257
LOC103911707	868
palm2	90449
zmp:0000000722	85436
LOC100002406	11607
snx30	21160
si:ch73-234b20.4	547
lyrm7	4673
mat2al	10518
si:ch73-234b20.5	8490
hnrnpd	16397
hnrpdl	7310
enoph1	11207
tmem150c	18411
carm1l	30394
sec31a	43288
zgc:113274	11712
LOC110438839	3313
LOC110438840	1351
cdc42se2	62166
sptlc1	30816
ror2	139407
LOC103911709	1482
LOC103911708	1482
nfil3	5013
auh	53432
syk	58125
diras2	7574
pdzph1	37630
st8sia4	16925
pam	97773
il6st	27567
ankrd55	23854
LOC103908726	1482
map3k1	102213
hmgcs1	23848
LOC100334422	20253
LOC110440061	891
LOC103911713	644
LOC108191530	5390
LOC101883222	4701
LOC100003556	1810
tln1	192414
tpm2	56933
zgc:114200	17467
ca9	38876
dcp2	20947
reep5	21726
chd1	67420
LOC103911715	4758
LOC108191531	1329
LOC103911717	1261
LOC108191457	498
LOC100536098	2191
LOC108191533	4399
si:ch211-57m13.9	2880
LOC110440082	2918
zgc:194281	10094
ppip5k2	93166
ddx4	21462
slc38a9	36681
sh2d4a	32242
psd3l	236734
fut10	9380
nrg1	188554
wrn	73136
purg	3811
tex15	16103
ppp2cb	24235
ubxn8	12638
hint1	4025
pcyox1	18038
fam136a	1699
gmcl1	28583
ggcx	20245
snx24	7262
loxa	18354
mpx	7150
sftpba	6395
mat2aa	12668
LOC569568	40176
smtna	17298
slc35e4	12743
osbp2	48843
LOC110440083	6632
ewsr1a	12917
atp6v0a2a	44494
nfkbil1	4981
zgc:136254	1772
zgc:158494	1376
si:ch211-251f6.6	1375
zgc:173443	1777
sub1a	6955
pstpip2	42685
ndufa9b	748
mcidas	6705
dhx29	42531
skiv2l2	68245
plpp1a	29390
csgalnact1a	93018
hvcn1	10894
tctn1	18732
pptc7b	34607
LOC101882781	2307
LOC103911722	11137
si:ch211-193e13.5	3868
tbc1d10ab	39549
aplnrb	2083
LOC103911723	694
pmaip1	1269
si:dkey-27b3.2	13463
isl1l	7164
si:dkey-27b3.4	9894
itga1	110907
LOC100333484	37894
itga2.2	56129
LOC110437854	10489
LOC103911725	10066
fstb	8617
arl15b	84538
snx18b	5185
si:dkeyp-41f9.3	10496
LOC110440062	5851
rasgef1bb	25285
si:dkeyp-41f9.4	6553
antxr2b	24509
paqr3b	12992
anxa3b	22140
LOC101882704	1064
LOC108179058	5214
mrrf	41243
rbm18	24562
lhx6	24137
LOC110440063	17651
morn5	16943
ndufa8	9657
si:ch211-243g18.2	20658
rc3h2	53177
rabgap1	142456
LOC101884949	6641
strbp	186712
sh2d3ca	96605
LOC101884772	737
LOC103911727	1093
LOC108191535	3159
urm1	13011
mir219-1	90
cercam	29522
sardh	175264
dbh	42671
fam163b	66581
swi5	8286
slc27a4	43921
ptgdsa	7270
ambp	21887
nrarpa	3177
exd3	89996
cdc37l1	24769
ak3	11150
ugcg	55863
LOC101885184	1292
LOC101885220	1569
LOC110437817	772
ptbp3	118662
hsdl2	19033
kiaa1958	30183
inip	3163
lin54	26028
cops4	12593
plac8.2	5220
plac8.1	2789
srek1ip1	3031
cwc27	103329
adamts6	173237
ppwd1	20794
trim23	51982
si:busm1-194e12.1	3693
LOC110440064	4369
LOC103911728	904
LOC100151603	5726
LOC110440065	840
LOC793244	2744
epha5	214135
LOC555422	4969
LOC101882817	2844
lpar1	63407
musk	95266
rassf6	26432
si:busm1-57f23.1	3198
tmem267	8110
il11ra	91147
cntfr	312717
LOC108191548	267
galt	224824
sigmar1	5620
katnal2	27811
LOC108191465	673
hdhd2	10756
ier3ip1	2932
zgc:153395	10164
smad2	58523
si:dkey-88l16.3	41184
si:dkey-88l16.5	6503
LOC100537265	3792
si:ch211-95j8.2	1987
si:ch211-95j8.5	2902
parm1	8693
wu:fk95d07	3481
scpp8	2522
spp1	8039
sh3bp2	36176
vldlr	50166
kcnv2a	3918
im:7148292	18930
trappc13	41373
sgtb	23594
nln	39013
erbb2ip	144551
zfand5b	10255
smc5	26853
mamdc2b	24231
LOC110440066	1544
LOC566055	3883
LOC565832	3392
LOC565709	3593
apba1b	36092
tjp2a	63731
pip5k1ba	38534
si:dkey-3h23.2	24057
LOC101886624	13143
mir23b	80
mir27d	88
mir24-1	79
apbb1	30733
aldh7a1	21081
phax	5879
lmnb1	20701
si:dkey-184a18.5	5078
megf10	92435
prrc1	21212
ctxn3	4376
slc12a2	84470
fbn2	97160
fbn2a	50815
LOC568883	17821
slc27a6	28846
isoc1	16694
LOC110440067	3806
kiaa1024l	8894
chsy3	15431
stoml2	11141
unc13bb	150755
atp8b5b	36114
LOC101886642	11172
fam166b	6449
si:dkey-106l3.7	12859
si:dkey-106l3.6	30401
slc5a1	24081
ywhah	4051
depdc5	50910
rab36	8756
LOC110440068	94572
gnaz	91372
sppl3	60835
mir130c-1	140
mir301c	82
nt5c2l1	24413
slc2a11l	15560
LOC795962	5058
LOC108191469	3403
ska1	7816
smarcad1b	35187
si:dkey-76p7.5	82992
LOC103911737	4856
drg1	10021
mir218b	75
stard7	11312
slc20a1b	15035
si:dkey-200l5.4	14262
pigo	12268
ccl19b	3121
phf24	72646
prkab1a	9721
si:dkey-242g16.2	2199
LOC101885123	11094
LOC563710	176857
LOC795389	4645
LOC103911738	1753
ppp2r2ab	29886
bnip3lb	24771
dpysl2b	48834
adra1ab	12030
tmem230a	4296
igsf9a	65884
lrrtm4l1	84569
si:ch211-127i16.2	67179
LOC108191473	1753
vsig8a	25279
atp6v1b2	11871
wu:fi09b08	2690
LOC100332822	3045
LOC108191474	5981
zgc:173837	4035
gfra2b	91759
dok2l	31013
xpo7	31058
pbdc1	2770
dmtn	39161
htr7b	16872
ppp3ccb	56423
wu:fj58g06	805
sfrp1b	5536
golga7	7758
r3hcc1	18285
loxl2a	41735
si:ch211-113d22.2	5479
tacc1	35223
LOC108191475	7786
ddhd2	20978
plpp5	9635
whsc1l1	50039
letm2	15519
si:dkey-81j8.6	19042
prnpb	4081
sprn2	3119
rassf2b	9301
kcnip3b	51375
LOC103911739	5727
pcdh1a	136912
avd	2968
trpc7a	33751
LOC103911741	526
etf1b	9074
fbxw11b	25957
fgf18b	13738
LOC100006777	9543
LOC100006797	9766
zgc:165539	3166
pcdh1a3	89162
pcdh1a4	84781
LOC101883142	2711
pcdh1a6	71801
zgc:123181	64662
pcdh1g1	169229
pcdh1g2	163403
pcdh1g3	159610
LOC110440084	7964
pcdh1gb2	142999
LOC108191478	1758
LOC110440069	2887
LOC108191536	3396
pcdh1g9	118506
pcdh1g11	111594
pcdh1gb9	100115
pcdh1g18	82201
LOC108191529	36201
LOC108191476	2834
LOC103911742	2953
pcdh1g26	33383
pcdh1gc5	30103
pcdh1gc6	26387
pcdh1g29	22781
pcdh1g30	19027
pcdh1g31	15285
pcdh1g32	12560
cbln17	3152
LOC101882400	13888
hrh2b	9943
LOC100332428	22192
LOC110440070	4002
LOC562648	11341
kcnip1b	58474
npm1a	10625
tlx3b	5846
ugt5g2	2723
ponzr10	7900
LOC100537055	3144
si:ch73-111e15.1	6517
ponzr2	4142
cldn7b	5529
fgf11b	87682
nlgn2b	154666
epob	8141
trnal-uag_184	81
LOC100002544	4530
zgc:172339	4282
gigyf1	25403
efnb3a	72368
kdm6bb	39690
tmem88a	7508
si:ch211-237l4.6	3924
pcolcea	14407
per1a	19894
vamp2	7111
trnal-aag_222	81
trnas-gcu_237	81
trnat-agu_256	73
trnal-uag_185	81
and3	6202
ap4m1	7299
arrb2a	16287
si:ch1073-143l10.2	4890
med11	3947
rnasekb	2101
