gene_id	gene_name	SRR3655791	SRR3655792	SRR3655793	SRR3655794	SRR3655795	SRR3655796	SRR3655797	SRR3655798	SRR3655799	SRR3655800	SRR3655801	SRR3655802
rbp4	rbp4	55.321868	56.747567	67.678257	64.305318	160.699122	158.581906	337.885958	337.885959	1934.332248	1878.374753	366.021045	348.779997
rbp4l	rbp4l	0.40259	0.2691	0.284375	0.21739	2.372658	2.869774	0.387328	0.387328	0	0	0.150766	0.063712
rbp5	rbp5	6.781693	5.984489	6.752733	6.791445	8.486462	7.203731	52.721744	52.721745	9.283384	10.326807	9.3615	10.156921
rbp7a	rbp7a	0	0	0	0.577753	0	0.191068	0.889997	0.889997	1.170098	0.833687	0	0.395997
rbp7b	rbp7b	0.273186	0.521724	0	0.255929	3.42703	4.062616	6.307905	6.307905	0.956901	1.231	4.6209	5.756453
rbpja	rbpja	1.758191	2.028543	2.724976	2.453648	4.519838	4.392096	5.101833	5.101833	2.859807	3.065214	2.693651	3.008669
rbpjb	rbpjb	1.029548	0.928048	0.827252	0.810189	0.701119	0.721788	4.25262	4.25262	1.899288	1.345378	0.859123	1.036007
rbpjl	rbpjl	0.618505	0.581517	0.537594	0.668577	1.236316	1.094993	1.769915	1.769915	2.499769	2.422581	0.912065	1.063908
rbpms	rbpms	0.164594	0.224674	0.335105	0.167488	0.368711	0.349686	0.308962	0.308962	0.320295	0.637984	0.278409	0.482092
rbpms2a	rbpms2a	24.79373	25.632753	12.807824	13.339851	25.921148	23.405212	24.414163	24.414163	21.529052	20.351681	28.967917	29.301631
rbpms2b	rbpms2b	3.212168	3.494797	2.59198	2.287267	2.378461	2.714638	6.424289	6.424289	6.218039	5.699893	9.090487	9.188662
rbsn	rbsn	1.385419	1.430841	2.99813	2.62591	1.265904	1.258636	2.548874	2.548874	2.117766	1.971418	1.675337	1.622701
rbx1	rbx1	63.458897	65.117056	109.392501	104.922975	64.17056	65.576709	163.318773	163.318773	137.734835	131.322547	174.300973	172.205159
rc3h1a	rc3h1a	1.554457	1.936378	1.707648	1.67139	0.879093	0.903079	10.242097	10.242097	3.884938	3.871683	3.446031	3.646179
rc3h1a_1	rc3h1a_1	0	0	0	0	1.000427	1.174016	0	0	2.600829	3.206459	0	0
rc3h1b	rc3h1b	2.78947	2.850358	4.045762	3.546831	3.445918	3.274675	4.307342	4.307342	2.946561	3.102737	2.660449	2.564514
rc3h2	rc3h2	3.882736	3.628058	5.318126	5.203543	2.228932	2.22762	51.644991	51.644991	5.296766	5.743141	3.920999	3.929751
rca2.1	rca2.1	168.143608	165.274139	215.449678	211.976965	113.876477	111.727223	79.114748	79.114748	174.084729	173.106758	72.962075	76.794808
rca2.2	rca2.2	42.022535	38.543584	23.206388	23.228577	14.223943	12.823859	20.699324	20.699324	27.802251	26.634922	14.493435	15.102502
rcan1a	rcan1a	8.677366	8.184347	17.725506	19.554726	8.116047	8.07708	39.305884	39.305885	15.143949	14.682097	17.832022	18.090449
rcan1a_1	rcan1a_1	0.927764	1.384784	2.09074	0.696451	0.75546	0.749281	5.20417	5.20417	5.897129	4.111098	0	0
rcan1b	rcan1b	0.82459	0.715036	1.902642	2.32794	0.758842	1.049509	1.372246	1.372246	1.84749	1.867881	1.281692	1.14047
rcan2	rcan2	1.275699	1.332701	3.070471	2.817865	1.197321	1.268046	2.281111	2.281111	1.466915	1.355343	1.970503	2.11996
rcan3	rcan3	0.106901	0.203311	0.099005	0.064642	0.335637	0.213343	0.202315	0.202315	0.39131	0.213204	0.111156	0.100355
rcan3_1	rcan3_1	0.106901	0	0	0	0	0	0	0	0	0	0	0
rcbtb1	rcbtb1	1.007947	1.19554	1.369454	1.132944	0.934894	0.923568	3.650175	3.650175	3.049113	3.269305	2.673961	2.457512
rcbtb2	rcbtb2	1.340798	1.033201	1.181565	1.357418	0.701953	0.678573	3.74912	3.74912	1.896958	1.953544	1.036287	1.328769
rcc1	rcc1	6.759644	7.894342	14.122045	14.331335	8.968041	9.094725	13.851546	13.851546	9.725513	9.229059	12.191881	12.961042
rcc1l	rcc1l	3.021226	3.664641	6.202238	7.286296	2.597415	3.050226	4.085078	4.085078	7.245733	7.561242	4.235613	4.775523
rcc2	rcc2	6.225661	5.5688	10.708869	9.854175	6.992305	6.958443	29.531369	29.531369	19.270307	18.730997	18.945747	18.563463
rccd1	rccd1	0.639465	0.829451	0.314477	0.417598	0.447457	0.907354	1.195925	1.195925	1.971286	2.54277	3.441863	3.161257
rce1a	rce1a	0.827151	0.63687	0	0.322344	0.284472	0.174179	0.800826	0.800826	0.586495	0.284044	1.024506	0.756951
rce1a_1	rce1a_1	0.209314	0.188459	0.987239	0.856397	0.391884	0.605899	0.406687	0.406687	1.272213	1.537872	0	0.13622
rce1b	rce1b	0.022481	0.027193	0.10543	0.067025	0	0	0.028838	0.028838	0.083786	0.069363	0.02535	0.072775
rchy1	rchy1	5.526228	3.761008	10.848661	9.55416	6.392282	7.257622	14.049048	14.049048	14.077794	12.948873	16.768907	13.351348
rcl1	rcl1	8.814272	10.756871	10.863758	11.051914	12.858353	11.836712	21.303716	21.303716	21.210287	23.559202	17.03044	15.901261
rcn1	rcn1	2.831455	2.436771	4.814797	4.633637	2.537121	2.626945	8.229812	8.229812	5.105399	5.458824	5.173322	5.93395
rcn2	rcn2	1.252813	0.924696	1.351047	0.873929	1.318865	1.018995	1.287367	1.287367	8.925201	6.10551	1.983697	2.079999
rcn2_1	rcn2_1	0.698743	0.778978	1.23303	0.74382	0.65875	0.702473	1.004859	1.004859	0	0	1.905761	2.098682
rcn3	rcn3	2.462146	2.816498	1.8873	2.269616	1.615736	1.277725	9.467616	9.467616	61.471054	61.696552	10.452758	10.089785
rcor1	rcor1	5.432609	6.251081	9.189206	8.400747	4.664203	4.837078	21.052419	21.052419	13.322984	11.277106	14.174658	14.017166
rcor2	rcor2	0.966685	0.801567	0.338817	0.400547	0.487526	0.386755	0.403882	0.403882	0.59338	0.788051	0.78023	0.835604
rcor3	rcor3	1.548375	1.228045	1.35161	1.186527	0.877999	0.889047	2.435335	2.435335	1.530925	1.936314	0.690589	0.58015
rcvrn2	rcvrn2	0	0	0	0	0.097466	0.025676	0.093022	0.093022	0	0	0	0.031184
rcvrn3	rcvrn3	0.446261	0.313631	0.112055	0.11706	0.015995	0.069525	0.343475	0.343475	0	0	0.020129	0.053734
rcvrna	rcvrna	0	0	0	0	0	0	0	0	0	0	0	0
rcvrnb	rcvrnb	0	0	0	0	0	0	0	0	0	0	0	0
rd3	rd3	0.045812	0.017498	0.057517	0	0	0.032442	0	0	0	0.123861	0.051661	0.019701
rdh1	rdh1	179.376718	176.855605	249.831884	250.994145	66.052388	64.936863	23.821526	23.821526	151.72761	155.703784	112.051858	116.088185
rdh10a	rdh10a	0.045108	0.11245	0.358205	0.379626	0.422541	0.433254	4.306411	4.306411	6.900988	6.984281	3.849602	2.544125
rdh10a_1	rdh10a_1	0.461025	0.155924	0.135582	0.1204	0.332821	0.382635	4.417519	4.417519	3.957519	3.498248	0.965153	1.515633
rdh10b	rdh10b	8.364293	7.943312	9.697872	7.98578	7.371946	7.153169	20.286565	20.286565	13.554987	13.860951	11.442161	10.495906
rdh12	rdh12	2.679989	2.272469	4.239505	4.745207	1.008588	1.404406	50.948978	50.948979	79.792197	78.761433	42.611719	41.120499
rdh12l	rdh12l	60.948641	59.319428	89.622346	91.288114	48.637052	47.096721	95.927982	95.927983	150.472308	144.332108	117.125058	118.940149
rdh14a	rdh14a	12.049771	11.590159	6.625537	7.106859	6.068487	5.948256	7.502986	7.502986	6.26434	7.966253	7.389098	7.58356
rdh14b	rdh14b	3.08513	3.46056	3.28498	3.164629	2.274527	2.143266	4.308232	4.308232	4.605269	4.416924	3.743193	3.694618
rdh20	rdh20	0	0	0	0.030615	0	0	0	0	0.076313	0	0	0
rdh5	rdh5	0	0.016999	0	0.020847	0.039879	0	0.057091	0.057091	0.051964	0.057778	0	0
rdh8a	rdh8a	26.631559	27.756678	21.433171	20.873915	7.686125	8.314368	2.349495	2.349495	11.203908	10.055292	5.134236	5.256535
rdh8b	rdh8b	0.032253	0.086235	0.040493	0.045324	0	0.068521	0.124122	0.124122	0	0.014534	0.036371	0.02774
rec8b	rec8b	0	0	0	0.013454	0.051472	0.01017	0.110531	0.110531	0.100604	0.090595	0.097164	0.037054
reck	reck	2.964794	3.125251	2.718706	2.921271	3.620268	3.596994	10.496079	10.496079	5.446991	5.199771	4.588803	4.496505
recql	recql	2.578085	2.702139	3.162692	2.636457	2.095366	2.049289	7.327378	7.327378	10.068099	9.480868	6.855745	7.318328
recql4	recql4	0.066653	0.035642	0.284519	0.318458	0.059724	0.080241	0.359108	0.359108	0.389115	0.390449	0.736587	0.722307
recql5	recql5	2.445955	2.61336	3.465092	3.862937	2.028798	2.094922	2.54403	2.54403	3.762778	3.462897	3.820477	3.482438
reep1	reep1	1.02773	0.820779	0.3519	0.393876	0.502307	0.479681	0.898881	0.898881	0.436349	0.526255	0.210714	0.38169
reep2	reep2	0.376655	0.407905	1.024584	0.950766	0.375002	0.429732	0.671067	0.671067	0.782114	0.924054	0.566317	0.467924
reep3a	reep3a	30.925264	29.075807	75.860445	69.844051	41.395276	39.099689	10.558457	10.558457	31.385986	27.077168	18.938768	17.697695
reep3b	reep3b	16.03858	15.945224	13.151154	13.461759	8.526539	8.980265	39.031667	39.031667	25.446334	26.799158	26.739609	27.736897
reep5	reep5	19.569989	17.977841	23.045426	20.407989	19.007629	22.431676	182.966834	182.966835	57.707647	59.990952	37.773725	40.911442
reep6	reep6	0.283304	0.179467	0.294955	0.318231	0.350852	0.075234	0.200912	0.200912	0.548606	0.458739	0.176616	0.303086
rel	rel	4.523349	4.282787	8.238546	8.027575	4.93798	4.613103	37.593594	37.593595	12.422399	11.554933	10.88407	10.999877
rela	rela	3.448664	3.512625	4.802536	3.982808	2.699459	2.87729	15.407373	15.407374	5.924189	6.807059	4.04536	5.003113
relb	relb	3.958248	3.606763	4.171788	3.349305	3.352878	3.575241	23.451803	23.451803	9.530437	9.741727	10.176598	9.99484
relb_2	relb_2	1.218575	0.959029	3.437665	3.244845	0.888382	0.798078	8.205743	8.205743	3.943088	3.519887	0.023497	0
rell1	rell1	10.916409	11.460759	19.935112	19.78368	8.683159	8.712321	14.228073	14.228073	20.243327	21.162358	17.806657	18.815266
rell2	rell2	0.457381	0.099809	0.428391	0.407853	0.293234	0.208165	0.373	0.373	0.38356	0.388179	0.237727	0.320591
rell2_1	rell2_1	0.33118	0.157381	0.110056	0.06611	0.192741	0.183852	0	0	0.176479	0.235462	0.622543	0.691095
reln	reln	0.040498	0.077343	0.010169	0.007588	0.043546	0.034415	0.280533	0.280533	0.217511	0.233586	0.091336	0.080111
relt	relt	0.352341	0.37009	0.387064	0.330083	0.157857	0.280701	3.898311	3.898311	1.182737	1.508296	1.042964	0.814408
rem1	rem1	2.381362	2.199989	2.455515	1.632375	1.950381	1.792707	0.780822	0.780822	6.494894	7.207454	2.729951	2.73038
rem2	rem2	0	0.034333	0	0.105263	0.040272	0	0.518884	0.518884	0.13119	0.405045	0	0
rem2_1	rem2_1	0	0.034333	0.112853	0	0.040272	0.095482	0	0	0.13119	0	0.861587	0.52184
ren	ren	0.052093	0	0	0.048802	0	0	0	0	0	0	0	0
renbp	renbp	0.506369	0.400635	1.453117	1.185953	0.875053	0.755595	13.037663	13.037663	2.829445	3.080355	1.427526	1.835362
reps1	reps1	6.450003	6.751935	7.366231	8.043148	5.546948	5.201169	20.68332	20.68332	10.080867	10.584587	8.088906	8.009636
reps2	reps2	0.705101	1.171528	2.058192	1.626626	1.42156	1.310716	2.080335	2.080335	1.893504	1.85869	1.212545	0.894486
rer1	rer1	41.925556	46.212906	71.913458	76.278454	42.542327	42.378123	84.197944	84.197944	81.378738	82.858193	90.417781	91.777477
rerea	rerea	10.673988	11.639501	10.749788	11.402695	7.128568	7.741197	8.587668	8.587668	12.688742	12.890043	14.92877	16.263503
rerea_1	rerea_1	0	0	0	0	0	0	0	0	0	0	0	0.104196
rereb	rereb	2.764203	2.675292	3.149155	2.842371	1.855456	1.88287	2.705908	2.705908	4.23014	4.215503	3.058901	3.10353
rerg	rerg	5.864733	4.359042	5.970069	5.494252	4.686967	3.591903	1.016648	1.016648	3.88645	3.214096	3.574814	2.794672
rergla	rergla	0.635157	0.525637	2.791007	2.504101	1.897106	1.51804	1.96903	1.96903	20.579346	19.843727	4.59587	4.575059
rerglb	rerglb	0.491282	0.562943	0	0.115062	0.073369	0.231936	0	0	0.382408	0.442752	0.369332	0.035211
rerglb_1	rerglb_1	0	0	0.616797	0.115062	0.073369	0	0.21007	0.21007	0	0	0	0.035211
rest	rest	2.485723	2.656819	4.064892	4.03119	3.032161	2.795732	8.333365	8.333365	5.828957	5.54397	4.004346	4.150001
ret	ret	1.223557	1.098258	1.689774	1.862679	1.055253	1.158901	1.942334	1.942334	2.285765	2.219167	1.810926	2.150714
retreg1	retreg1	0.053551	0.116043	0.067233	0.088944	0	0.053787	0.563152	0.563152	0.500205	0.308026	0	0.081656
retreg2	retreg2	4.407858	4.065924	4.781875	4.898237	3.325553	2.930889	8.972408	8.972408	7.571997	8.1564	4.469102	4.716323
retreg3	retreg3	3.555623	3.501382	4.832742	3.950048	1.541315	1.426085	4.413103	4.413103	5.865955	5.959789	4.766482	4.817123
retsat	retsat	41.507239	41.773034	80.269934	82.220406	18.764208	19.461946	27.68679	27.68679	95.537307	100.782291	83.468631	85.421744
retsatl	retsatl	0.033081	0.063177	0.124599	0.030991	0	0.011713	1.27308	1.27308	0.1545	0.13416	0.111912	0.042678
rev1	rev1	1.205245	1.320959	1.258504	0.982587	0.939683	0.801388	0.78051	0.78051	1.443609	1.332437	1.665669	1.530031
rev1_1	rev1_1	0.829169	0.851484	0.056612	0.392792	0.390856	0.519726	0.445344	0.445344	0.828548	0.660902	0.305548	0.398146
rev3l	rev3l	2.259292	2.413879	2.187731	1.919496	1.42446	1.460904	1.513967	1.513967	2.968579	2.819952	1.906893	1.908461
rexo1	rexo1	1.85429	2.033995	2.632029	2.307796	1.796227	1.625466	3.308057	3.308057	2.276791	2.464884	2.160914	2.310082
rexo4	rexo4	6.415731	7.113509	5.477302	6.439761	4.828997	4.660158	8.982469	8.982469	6.206737	6.508848	5.787794	6.227385
rfc1	rfc1	1.406473	1.348738	2.557226	2.579181	1.032347	1.13082	3.416472	3.416473	3.638327	3.404825	4.015666	4.098676
rfc1_1	rfc1_1	0	0	1.395695	0	0	0.290766	0	0	1.278608	0	0	0
rfc2	rfc2	3.807502	4.178794	10.528678	9.775311	4.059498	4.146841	9.088341	9.088341	9.904052	9.42546	15.489408	13.140225
rfc3	rfc3	2.842662	3.981152	6.468668	7.545418	3.23702	3.522828	8.812443	8.812443	10.925174	11.87528	15.226351	16.528341
rfc4	rfc4	3.675444	3.215278	8.261382	8.163865	3.505852	3.568331	10.874478	10.874479	6.852366	5.930221	11.431183	11.497282
rfc5	rfc5	3.361868	3.823507	12.234228	12.15062	4.519397	3.469299	10.654457	10.654457	8.687388	8.931342	16.511123	18.166647
rfesd	rfesd	0.090644	0.17311	0.227605	0.297214	0.162443	0.06419	0.348832	0.348832	0.211669	0.245071	0.204431	0.233879
rffl	rffl	16.528479	16.623321	17.622798	16.923219	10.569748	11.002005	29.07276	29.07276	21.217814	21.431244	22.129155	20.467369
rfk	rfk	3.524995	2.625738	5.968105	5.994872	3.538643	3.656321	11.557835	11.557835	9.47811	9.214006	8.197376	7.969272
rfng	rfng	0.860862	0.889723	1.716565	1.858069	0.741124	0.812832	1.88381	1.88381	1.990546	2.236201	1.294343	1.480793
rft1	rft1	1.560036	1.683052	3.023806	3.269115	1.422391	1.172582	4.704557	4.704557	5.240718	4.674107	5.863949	5.767084
rftn1a	rftn1a	0.052624	0.05025	0.033035	0.012325	0	0.018633	0.072945	0.072945	0	0.025624	0	0.03668
rftn2	rftn2	1.835934	1.734657	1.364796	1.346545	0.99571	1.16327	2.603018	2.603018	2.707709	3.047905	3.650273	3.802114
rfwd2	rfwd2	1.753684	2.12815	2.738714	2.623204	1.418424	1.393709	5.403441	5.403441	4.092083	3.737778	3.612352	3.581694
rfwd3	rfwd3	1.114642	1.254821	1.730857	1.744962	1.130191	1.10092	2.596302	2.596302	3.185092	2.590644	3.109257	3.254408
rfx1a	rfx1a	0.08381	0.21341	0.455961	0.266035	0.187744	0.150833	1.003425	1.003425	0.3588	0.396536	0.409537	0.437737
rfx1b	rfx1b	0.918224	1.056732	1.546073	1.537433	0.753024	0.745698	2.916226	2.916226	1.687234	1.741159	1.730596	1.782068
rfx2	rfx2	3.346738	3.402014	2.049778	2.442746	4.915217	4.615716	2.237185	2.237185	1.836645	1.652623	1.734123	1.803339
rfx3	rfx3	0.7477	1.027101	0.664526	0.81463	0.780263	0.498929	1.31375	1.31375	1.868799	1.398017	0.852666	0.966001
rfx4	rfx4	0	0	0	0	0	0	0	0	0.02528	0.019519	0	0.009311
rfx4_1	rfx4_1	0	0	0	0.020261	0	0.007658	0	0	0	0	0	0
rfx5	rfx5	1.449062	1.362152	1.429833	1.575188	1.009997	0.980511	1.732055	1.732055	1.959522	1.933522	1.522251	1.682291
rfx6	rfx6	0.141012	0.145422	0.247853	0.270813	0.126353	0.169759	0.072355	0.072355	0.131714	0.146145	0.111309	0.115394
rfx7	rfx7	0.347713	0.313659	0.167189	0.266836	0.265164	0.248854	0.189805	0.189805	0.267776	0.313365	0.32536	0.267241
rfxank	rfxank	4.155685	4.810125	5.965496	5.681614	4.954414	5.077619	12.453724	12.453724	23.508343	18.471918	28.546814	27.280453
rfxap	rfxap	6.760597	6.629043	5.700782	5.459119	5.605745	5.484244	7.378012	7.378013	6.067429	5.933632	6.656454	5.901328
rgcc	rgcc	25.18219	24.188065	46.231728	41.536348	43.353361	46.804013	56.663284	56.663284	33.836703	34.748845	38.545258	35.895943
rgl1	rgl1	12.927369	12.659307	11.098742	9.589415	9.759148	9.505333	19.140469	19.140469	9.059574	8.696245	5.078558	4.987665
rgl1_1	rgl1_1	0	0	0	0	0	0	0	0	0	0	0	0
rgl2	rgl2	4.102359	4.144531	5.704643	6.060631	2.008089	2.12584	13.730801	13.730801	6.766009	6.79753	2.832969	2.844316
rgl3a	rgl3a	0	0.054594	0.200611	0.256573	0.397716	0.448451	0	0	0.578239	0.422128	0.067904	0.094398
rgl3a_1	rgl3a_1	0.172924	0.135202	0	0.121508	0	0	0.414693	0.414693	0	0	0.252427	0.357264
rgl3b	rgl3b	0.053697	0	0	0	0.216518	0.199635	0.103322	0.103322	0.188086	0.217767	0.030276	0.023091
rgma	rgma	0.43208	0.346574	0.452058	0.323828	0.516219	0.392673	0.351035	0.351035	0.554937	0.623037	0.682133	0.798975
rgmb	rgmb	3.005333	3.30096	2.91295	2.618545	2.846406	3.120684	4.594279	4.594279	6.163426	6.174727	6.233623	6.421765
rgmd	rgmd	5.296239	5.495252	5.438288	5.681186	5.377754	4.901251	6.826614	6.826614	6.869547	6.792184	6.768638	6.915764
rgn	rgn	20.326271	22.494425	84.411745	84.445429	45.303246	43.92769	16.805766	16.805766	23.638314	29.659009	30.988959	33.832413
rgn_1	rgn_1	30.123973	30.26356	6.854918	5.011182	0.365535	0.657621	0.611572	0.611572	37.676888	32.014735	1.069255	2.62632
rgp1	rgp1	2.78503	2.313247	2.664049	2.277782	1.822127	1.7844	7.201904	7.201904	5.264738	5.219038	5.982015	5.855184
rgra	rgra	0	0	0	0.033618	0	0.025412	0	0	0	0	0	0
rgrb	rgrb	28.816119	31.030255	12.095727	13.213295	17.110062	20.129677	5.344326	5.344326	15.910518	20.924304	8.123673	7.614267
rgs1	rgs1	0	0	0	0	0	0	0	0	0	0	0	0
rgs11	rgs11	0.518801	0.343656	0.411957	0.613094	0.323699	0.517605	0.278045	0.278045	0.681896	0.837853	2.30068	2.000651
rgs12a	rgs12a	0.682686	0.904439	1.013648	0.985095	1.094275	0.888112	0.873878	0.873878	1.14988	1.181159	2.257123	2.607118
rgs12b	rgs12b	1.845829	1.924142	2.080573	2.017749	1.742372	1.704267	14.128743	14.128743	3.798458	4.341899	4.872339	5.145715
rgs13	rgs13	6.27956	6.31534	19.673573	19.699534	20.235796	18.032382	84.248442	84.248442	19.977744	17.756553	17.995315	17.961445
rgs14a	rgs14a	0.544365	0.5406	0.956819	1.007205	0.560944	0.472231	13.16303	13.16303	1.207622	1.17742	2.301964	2.399466
rgs14b	rgs14b	0.899684	0.971153	2.234525	2.079641	1.121615	1.091095	14.07503	14.07503	1.484338	1.542304	1.742353	1.766249
rgs16	rgs16	0.903988	0.847708	0	0.169888	2.274361	1.83739	1.617765	1.617765	0	0	0	0.282241
rgs16_1	rgs16_1	0.899252	1.132191	1.272254	0.990741	0	0	2.573938	2.573938	1.31464	1.065464	0.888781	0.662476
rgs17	rgs17	0.888259	0.803131	0.77389	0.965766	1.289702	1.148082	3.070191	3.070191	1.917172	1.521849	1.613261	1.394883
rgs18	rgs18	4.193718	4.034729	10.961323	10.51327	6.656909	6.484983	29.914966	29.914966	12.329702	11.086672	14.622314	16.101264
rgs19	rgs19	0.317013	0.363155	0.505676	0.527708	0.568117	0.352776	15.688633	15.688633	1.25951	1.760155	0.331757	0.486877
rgs2	rgs2	0.846538	1.331065	1.060352	1.304894	0.668205	1.515345	87.837151	87.837152	5.528719	5.795979	3.531032	3.534896
rgs20	rgs20	0	0	0	0	0.030302	0.011974	0.426223	0.426223	0	0.049907	0.038134	0.029085
rgs22	rgs22	0.025853	0.01975	0.032458	0.09688	0.092663	0.054924	3.382739	3.382739	0.060371	0.01165	0.174921	0.311295
rgs2_1	rgs2_1	0.101506	0.033672	0.954834	1.121511	2.340174	2.541235	93.645617	93.645617	2.818106	3.013393	2.968404	3.39908
rgs3a	rgs3a	4.752156	4.330422	3.659957	3.391725	3.296358	3.342801	13.526865	13.526865	8.69606	7.79894	6.435216	6.703072
rgs3a_1	rgs3a_1	0	0	0	0	0	0	0	0	0	0	0	0
rgs3b	rgs3b	0.709819	0.82597	0.803751	0.980402	0.499021	0.349938	2.116908	2.116908	1.77075	1.672805	3.011439	2.964949
rgs4	rgs4	13.875895	14.081065	16.14577	15.958339	13.915732	13.056926	11.272494	11.272494	0	0.051749	30.868661	30.074645
rgs4_1	rgs4_1	11.933705	11.142236	12.642871	11.221586	2.701641	2.707932	34.017465	34.017466	77.520548	76.113849	35.643616	32.420468
rgs5a	rgs5a	20.438416	20.250951	23.425108	23.529352	49.316096	47.335331	26.497823	26.497823	0.194889	0.327767	12.755243	13.463817
rgs5a_1	rgs5a_1	57.03097	55.634262	66.482391	64.199098	29.53666	29.594629	35.06402	35.06402	62.058328	62.372524	37.326647	36.296192
rgs5b	rgs5b	0.532012	0.986994	0.858771	0.783207	3.949872	4.063484	30.320628	30.320628	1.50855	1.883588	1.11415	1.536109
rgs6	rgs6	0.143423	0.091302	0.060022	0.111969	0.042838	0.287769	0.122654	0.122654	0	0	0.053911	0.061676
rgs7a	rgs7a	0.790418	0.508247	1.764515	2.370667	0.757098	0.58869	0.244744	0.244744	0.754957	0.553559	0.463999	0.482268
rgs7a_1	rgs7a_1	0	0.466184	0.940318	0	0	0	0	0	0	0.523439	0	0.174563
rgs7b	rgs7b	0.710429	0.859281	0.297311	0.258825	0.424386	0.740666	0.708811	0.708811	0.138247	0.33791	0.089013	0.203671
rgs7bpa	rgs7bpa	0.066199	0.012643	0.290892	0.217061	0.059318	0.117198	0.551976	0.551976	0.579697	0.477279	0.22395	0.25621
rgs7bpb	rgs7bpb	0.438849	0.452909	1.064867	0.753797	0	0.043136	2.026385	2.026385	0.732835	0.427401	0	0
rgs7bpb_1	rgs7bpb_1	1.775909	1.185696	1.308374	0.7577	3.061373	2.735803	0.217864	0.217864	1.313325	1.859739	3.071723	3.414932
rgs8	rgs8	0	0	0	0	0.697489	0.556894	0.336477	0.336477	0	0	0	0
rgs8_1	rgs8_1	3.029355	1.775515	1.049189	0.58717	0.846939	0.848615	0.936528	0.936528	1.036713	0.682527	1.001263	0.786124
rgs9a	rgs9a	0.151848	0.104398	0.152514	0.042677	0.408189	0.172051	0.155831	0.155831	0.106377	0.041054	0.171232	0.143659
rgs9b	rgs9b	0.030636	0.106725	0.119802	0.129129	0.085607	0.016913	0.0393	0.0393	0.139267	0.096746	0.253341	0.093964
rgs9b_1	rgs9b_1	0	0	0	0.022462	0	0.008903	0	0	0	0	0	0
rgs9bp	rgs9bp	0	0	0	0	0.028605	0.056516	0.65521	0.65521	0	0.043155	0.035998	0.027456
rh50	rh50	22.225564	24.848173	61.865157	59.074677	49.575337	49.798686	6.544259	6.544259	6.095055	6.201483	2.72034	3.248257
rhag	rhag	0.565353	0.628782	0.634303	1.14788	0.506584	0.555322	0.924268	0.924268	0.282898	0.669561	1.034268	0.989499
rhbdd1	rhbdd1	4.672243	5.241999	5.673013	5.887725	5.165377	5.556995	9.864821	9.864821	6.395461	6.676895	7.812286	7.360122
rhbdd2	rhbdd2	2.459807	2.411474	3.911785	4.384209	1.80002	1.97418	2.629506	2.629506	4.164437	3.879439	2.080364	2.027441
rhbdd3	rhbdd3	2.68536	2.284483	4.495239	4.002287	1.531226	1.858431	3.288163	3.288163	3.420411	3.098454	3.624621	2.799491
rhbdf1a	rhbdf1a	4.405021	4.777964	6.916042	6.024575	4.69041	4.952664	53.898072	53.898072	13.252211	14.398162	11.508782	10.905313
rhbdf1b	rhbdf1b	0.632162	0.438593	0.753563	0.64306	0.297391	0.43213	1.858832	1.858832	0.786531	0.740507	0.586593	0.78294
rhbdf1b_1	rhbdf1b_1	0.048132	0.027588	0	0.059875	0.025328	0	0.63131	0.63131	0.194788	0.152174	0	0
rhbdl1	rhbdl1	0.032271	0.036978	0.020258	0.04879	0.028916	0.01714	0.020698	0.020698	0.113036	0.08046	0.100676	0.083265
rhbdl2	rhbdl2	2.356769	2.945768	2.147725	2.581168	0.933856	1.043613	2.994326	2.994326	3.227083	2.929154	0.727682	0.882405
rhbdl2_1	rhbdl2_1	2.384404	1.869605	2.849117	2.815586	0.70392	0.622555	0	0	3.41343	3.549321	2.707051	2.93736
rhbdl3	rhbdl3	0	0.242125	0.103767	0.055146	0.129558	0.109937	0.280854	0.280854	0	0.151109	0.154386	0.041912
rhbdl3_1	rhbdl3_1	0	0	0	0	0	0.11997	0	0	0	0.077538	0	0
rhbdl3_2	rhbdl3_2	0	0	0	0.02784	0	0	0.316582	0.316582	0.159852	0	0	0
rhbg	rhbg	0.833143	0.697643	0.181038	0.150099	0.100495	0.147499	0.020553	0.020553	0.018707	0.043318	0.036135	0.0689
rhcga	rhcga	0.062698	0.05987	0.039358	0.088107	0.084271	0.0888	0.321715	0.321715	0.146411	0.11301	0.176756	0.296585
rhcgb	rhcgb	0	0	0	0.013645	0	0	0	0	0	0.065633	0	0
rhcgl1	rhcgl1	0	0	0	0	0.031357	0.024751	0	0	0	0	0	0
rhcgl1_1	rhcgl1_1	0	0	0.043806	0	0	0.024739	0.268553	0.268553	0	0.047168	0	0.015005
rhd	rhd	0.035036	0.133823	0.17595	0.098469	0.156971	0.124055	0.269664	0.269664	0.081815	0.126301	0.158036	0.1808
rheb	rheb	0.566202	0.454331	0.355429	0.45109	0.253672	0.441054	0.944211	0.944211	0.661087	0.408217	0.319241	0.535851
rhebl1	rhebl1	10.641784	10.988419	24.494439	24.487314	14.734317	13.869273	26.569581	26.569581	42.856245	41.667492	43.25525	41.316023
rho	rho	0	0	0	0	0	0	0	0	0	0	0	0.019625
rhoaa	rhoaa	45.499968	43.009749	65.871813	62.936519	35.513088	36.505786	141.390277	141.390278	88.483546	89.845529	80.288233	78.897099
