Geneid	gene_name	SRR950087	SRR950082	SRR950086	SRR950080	SRR950085	SRR950078	SRR950079	SRR950083	SRR950081	SRR950084
ENSG00000266148	MIR5583-1	0	0	1	0	0	0	0	0	0	0
ENSG00000212354	RNU6-1242P	0	0	0	0	0	0	0	0	0	0
ENSG00000267413	RP11-636O21.1	6	9	19	8	9	2	8	7	6	18
ENSG00000261715	RP11-653G8.2	0	0	1	0	0	0	0	0	0	1
ENSG00000267664	RPL17P45	0	0	0	0	0	0	0	0	0	0
ENSG00000238333	RNU7-145P	0	0	0	0	0	0	0	0	0	0
ENSG00000267313	RP11-142I20.1	2	83	107	134	3	158	3	1	8	154
ENSG00000267652	RP11-188I24.1	0	0	0	0	0	0	0	0	0	0
ENSG00000225253	AC011225.1	0	0	0	0	0	0	0	0	1	0
ENSG00000078142	PIK3C3	3262	1880	2248	2784	4507	3401	5291	5423	5439	4093
ENSG00000267088	RP11-115N12.1	32	5	2	2	39	5	42	36	43	10
ENSG00000267586	LINC00907	24	12	11	12	29	11	33	39	44	21
ENSG00000253040	RNA5SP454	0	0	0	0	0	0	0	0	2	0
ENSG00000152214	RIT2	943	0	0	4	1574	0	1752	1810	1724	0
ENSG00000132872	SYT4	14443	2	3	7	19711	5	23037	24916	23208	6
ENSG00000202250	RNU6-443P	0	0	0	0	0	0	0	0	0	0
ENSG00000267716	AC083760.1	0	0	0	0	0	0	0	0	0	0
ENSG00000202060	RNA5SP455	0	0	0	0	0	0	0	0	0	0
ENSG00000267573	KRT8P5	0	0	0	2	0	4	0	3	1	7
ENSG00000267337	CTC-782O7.1	0	0	1	2	0	0	0	0	0	1
ENSG00000267414	RP11-456K23.1	47	21	36	37	70	44	64	71	79	58
ENSG00000152217	SETBP1	1601	587	726	866	2262	986	2616	2668	2691	1121
ENSG00000265957	MIR4319	0	0	0	0	2	0	0	0	1	1
ENSG00000267101	RP11-846C15.2	1	0	0	0	0	0	0	0	0	0
ENSG00000132874	SLC14A2	5	13	14	17	10	12	18	11	13	19
ENSG00000267097	RP11-309E23.2	1	5	1	1	0	5	2	2	4	4
ENSG00000266988	RP11-749H17.1	1	2	0	0	2	4	3	0	2	2
ENSG00000267354	RP11-749H17.2	0	0	0	0	0	0	1	0	1	0
ENSG00000266968	RP11-116O18.1	4	0	3	2	4	2	7	4	4	1
ENSG00000267193	RP11-116O18.3	15	7	6	13	11	14	13	16	19	26
ENSG00000141469	SLC14A1	1238	540	615	748	1789	928	2030	2194	2206	1103
ENSG00000267558	RP11-618K16.4	1	0	0	0	0	0	0	0	0	0
ENSG00000197046	SIGLEC15	6	45	69	80	13	79	14	9	8	103
ENSG00000152223	EPG5	1977	2179	2720	3263	2980	3906	3594	3684	3749	4167
ENSG00000152229	PSTPIP2	48	414	527	630	74	705	71	89	87	884
ENSG00000222179	RN7SKP26	0	2	1	3	1	5	0	2	0	5
ENSG00000267293	RP11-8H2.1	1	5	8	6	1	8	1	2	5	8
ENSG00000252034	Y_RNA	9	0	2	3	8	2	13	13	16	3
ENSG00000152234	ATP5A1	21727	23137	26426	33975	34327	40592	38290	40594	39807	49402
ENSG00000152240	HAUS1	200	1737	1784	2328	368	3046	404	445	383	3721
ENSG00000251939	RNU6-1278P	2	3	1	0	6	9	4	1	2	17
ENSG00000152242	C18orf25	1786	1559	2039	2183	2527	2619	2828	2892	2778	3091
ENSG00000141622	RNF165	1604	403	547	638	2522	706	2898	2993	3043	871
ENSG00000167210	LOXHD1	39	3	4	5	67	0	79	89	80	4
ENSG00000101638	ST8SIA5	1057	33	43	54	1636	66	1922	1932	2062	68
ENSG00000240983	RP11-742D12.1	1	0	0	0	2	0	9	4	3	0
ENSG00000270112	RP11-742D12.2	47	1	1	5	100	2	127	122	127	0
ENSG00000267167	RP11-687F6.1	29	8	14	19	52	25	62	78	76	24
ENSG00000078043	PIAS2	1822	1486	1739	2121	2568	2622	3092	3252	3033	3062
ENSG00000267587	RP11-687F6.4	0	9	1	4	4	9	2	7	6	6
ENSG00000167216	KATNAL2	205	245	255	326	295	337	351	398	354	444
ENSG00000266996	TCEB3CL2	0	0	0	0	1	0	0	1	0	0
ENSG00000234298	TCEB3CL	0	0	0	0	0	0	0	3	0	0
ENSG00000183791	TCEB3C	1	3	3	3	1	0	4	2	1	3
ENSG00000206181	TCEB3B	3	0	4	3	4	0	13	10	9	4
ENSG00000266957	RP11-49K24.4	2	1	3	3	1	4	8	10	6	6
ENSG00000267724	RP11-49K24.8	30	9	14	10	47	16	52	55	56	20
ENSG00000167220	HDHD2	2132	1099	1211	1422	3413	1825	3698	3965	3782	2211
ENSG00000267228	IER3IP1	25	9	4	11	14	9	21	17	24	8
ENSG00000267800	RP11-49K24.5	3	1	8	6	7	5	11	8	7	3
ENSG00000134049	IER3IP1	765	1519	1771	1900	1077	2590	1177	1371	1192	3226
ENSG00000215474	SKOR2	24	2	2	3	15	1	21	21	12	5
ENSG00000201825	RNU6-1131P	0	0	0	0	0	0	0	0	0	0
ENSG00000267761	CTD-2130O13.1	0	32	28	32	1	41	5	4	3	61
ENSG00000266582	MIR4527	0	1	0	0	0	0	0	0	0	0
ENSG00000261307	RP11-157P23.2	1	0	1	0	0	1	1	1	0	0
ENSG00000267156	TPMTP1	0	6	10	12	1	22	0	1	4	13
ENSG00000267187	RP11-767C4.1	0	0	0	0	0	0	0	0	0	0
ENSG00000175387	SMAD2	2109	3796	4582	5432	3352	6555	3683	3913	3756	7650
ENSG00000267541	RP11-380M21.2	7	7	2	4	6	6	11	9	14	12
ENSG00000269365	RP11-380M21.4	3	9	4	4	2	12	3	4	5	10
ENSG00000184828	ZBTB7C	313	103	152	177	503	174	563	670	614	186
ENSG00000206944	RNU6-708P	0	0	0	0	1	0	0	0	0	0
ENSG00000268960	AC091150.1	0	0	0	0	1	0	0	1	0	0
ENSG00000253033	RNU7-191P	0	0	1	0	0	0	0	1	0	0
ENSG00000200872	RNA5SP456	0	0	0	0	0	0	0	0	0	0
ENSG00000266984	RP11-23B5.1	0	0	0	0	0	0	0	0	0	0
ENSG00000134030	CTIF	7655	1167	1483	1675	10736	1541	12304	13260	13136	1844
ENSG00000266276	MIR4743	0	0	0	0	0	0	0	0	0	0
ENSG00000267762	RP11-426J5.2	0	4	1	1	3	1	3	0	2	2
ENSG00000267764	RP11-484L8.1	7	9	1	11	12	13	22	24	19	9
ENSG00000101665	SMAD7	1194	967	1242	1488	1862	1605	2210	2182	2208	1919
ENSG00000266905	RP11-1058N17.1	2	7	1	5	4	2	6	5	5	8
ENSG00000264269	RP11-15F12.1	22	7	6	5	31	9	45	43	31	11
ENSG00000141627	DYM	1361	1622	2059	2332	2044	2897	2323	2504	2404	3359
ENSG00000263849	MIR4744	1	0	0	0	0	0	0	0	1	0
ENSG00000265128	RP11-15F12.3	2	0	0	2	1	2	5	5	3	0
ENSG00000266696	RP11-30L3.2	3	1	2	3	5	4	9	6	7	1
ENSG00000263895	RP11-110H1.9	1	5	0	1	0	6	0	1	0	4
ENSG00000264971	RP11-110H1.1	0	2	0	0	0	1	0	0	0	0
ENSG00000177576	C18orf32	320	11	125	16	34	21	43	51	41	20
ENSG00000215472	RPL17-C18orf32	8	3	1	3	5	4	3	3	10	3
ENSG00000263916	RP11-110H1.4	10	7	15	18	26	17	32	30	30	21
ENSG00000265496	MIR1539	6	3	6	17	6	18	5	5	7	20
ENSG00000265681	RPL17	322	836	1348	1070	441	1076	465	565	451	1690
ENSG00000202093	SNORD58C	0	0	0	0	0	0	0	0	0	0
ENSG00000206602	SNORD58A	0	0	0	0	0	0	0	0	0	0
ENSG00000271982	SNORD58B	0	0	0	0	0	0	0	0	0	0
ENSG00000265182	SRP72P1	0	0	0	0	1	0	0	0	0	0
ENSG00000264464	RP11-110H1.8	0	0	0	0	0	1	0	0	0	0
ENSG00000101670	LIPG	279	159	149	229	458	197	569	560	542	276
ENSG00000267444	SMUG1P1	0	0	0	0	0	0	0	0	0	0
ENSG00000267674	RP11-813F20.2	0	0	1	0	0	0	0	0	0	0
ENSG00000167315	ACAA2	934	2582	2870	3756	1340	4486	1479	1542	1507	5506
ENSG00000266997	RP11-886H22.1	0	0	0	0	0	0	0	0	0	0
ENSG00000267322	SCARNA17	8	9	7	11	21	11	15	29	25	16
ENSG00000251992	SCARNA17	14	30	14	37	75	20	64	90	56	28
ENSG00000252139	SCARNA18	7	26	3	11	24	12	44	33	30	18
ENSG00000167306	MYO5B	226	489	663	800	337	791	387	463	415	963
ENSG00000201668	Y_RNA	0	0	0	0	0	0	0	0	0	0
ENSG00000200527	RNA5SP457	0	0	0	0	0	0	0	1	0	0
ENSG00000267196	RP11-813F20.4	0	1	0	0	0	0	0	0	1	0
ENSG00000267511	ADAD1P2	0	0	0	0	1	0	0	0	0	0
ENSG00000267591	RP11-689E3.2	0	0	0	0	0	0	0	1	0	0
ENSG00000240663	RN7SL310P	0	0	0	0	1	0	1	0	1	0
ENSG00000172361	CCDC11	136	55	87	93	204	108	192	253	216	179
ENSG00000141644	MBD1	2929	2684	3342	4156	4810	4187	5429	5493	5922	5066
ENSG00000154832	CXXC1	2400	2370	3161	3577	3705	3091	3939	4212	4034	4124
ENSG00000267695	RP11-1030E3.1	0	0	0	0	0	2	0	0	0	0
ENSG00000251997	RNA5SP458	0	0	0	0	0	0	0	0	0	0
ENSG00000154839	SKA1	27	1412	1498	1892	40	2331	50	56	49	2965
ENSG00000221529	AC105227.1	0	0	0	0	0	0	0	0	0	0
ENSG00000239780	RPLP0P11	0	0	0	0	0	0	0	0	0	1
ENSG00000141639	MAPK4	4517	954	1228	1632	6718	1603	7943	8070	8458	1932
ENSG00000267713	RP11-10I6.2	0	2	0	0	4	0	3	2	3	0
ENSG00000134042	MRO	482	14	11	13	644	16	816	803	878	16
ENSG00000267233	HNRNPA3P16	0	0	0	2	0	0	1	2	3	0
ENSG00000239689	RPL17P46	0	0	0	0	0	0	3	1	0	0
ENSG00000082212	ME2	1548	2499	3004	3498	2112	4364	2473	2603	2390	4981
ENSG00000200752	Y_RNA	0	0	0	0	0	0	0	0	0	0
ENSG00000141642	ELAC1	137	226	246	323	261	379	232	267	263	473
ENSG00000267699	RP11-729L2.2	0	0	0	0	0	0	0	0	0	0
ENSG00000141646	SMAD4	2812	2819	3628	3960	4151	4973	4915	4944	4906	5874
ENSG00000240820	RN7SL695P	9	3	2	2	3	1	11	8	17	6
ENSG00000267717	SRSF10P1	0	1	2	2	0	3	0	0	1	5
ENSG00000176624	MEX3C	1257	2257	2938	3198	1685	3808	1995	2110	2044	4605
ENSG00000207154	RNU1-46P	0	0	0	0	0	0	1	0	0	0
ENSG00000227115	RP11-267C16.1	152	0	0	1	238	0	262	291	250	0
ENSG00000266201	SS18L2P2	0	0	0	0	0	0	1	1	0	0
ENSG00000266003	RP11-267C16.2	1	0	0	0	1	0	2	2	0	0
ENSG00000238885	snoU13	0	0	0	0	0	0	0	0	0	0
ENSG00000265402	RSL24D1P9	1	1	0	0	1	0	0	0	0	0
ENSG00000265712	RP11-440L16.1	0	0	0	0	1	0	1	0	0	0
ENSG00000215457	RPS8P3	0	1	0	2	1	1	0	0	0	1
ENSG00000266335	RP11-25O3.1	1	0	0	0	0	0	6	3	3	0
ENSG00000187323	DCC	215	5	9	8	357	4	438	465	437	7
ENSG00000221291	AC090660.1	0	0	0	0	0	0	0	0	0	0
ENSG00000263872	hsa-mir-4528	0	0	0	0	0	0	0	0	0	0
ENSG00000264263	RP11-671P2.1	1	0	1	5	1	1	1	1	0	4
ENSG00000263438	RP11-202D1.3	1	0	0	0	0	2	0	0	0	3
ENSG00000260433	RP11-202D1.2	0	0	3	1	0	4	0	0	0	2
ENSG00000242945	RPL29P32	0	0	0	0	0	0	0	0	0	0
ENSG00000221058	AC090666.1	0	0	0	0	0	0	0	0	0	0
ENSG00000264296	RP11-116K4.1	1	0	0	3	0	2	1	0	1	1
ENSG00000134046	MBD2	1362	2084	2522	2848	2026	3626	2271	2448	2356	4620
ENSG00000207233	SNORA37	1	4	1	2	2	6	3	3	2	7
ENSG00000101751	POLI	1135	1297	1677	1772	1640	2313	1934	2129	2027	2513
ENSG00000174448	STARD6	3	3	8	9	10	2	5	19	15	8
ENSG00000166845	C18orf54	296	744	995	1037	380	1332	415	497	468	1466
ENSG00000264350	SNRPGP2	28	231	210	256	35	283	36	52	42	423
ENSG00000264564	RP11-61D1.2	0	0	0	0	0	0	0	0	0	0
ENSG00000267428	RP11-289E15.1	0	0	0	0	0	0	0	0	0	0
ENSG00000178690	DYNAP	0	0	4	6	3	4	1	0	0	9
ENSG00000041353	RAB27B	1274	526	799	743	1668	1027	1982	2245	1957	1149
ENSG00000267524	RPSAP57	0	0	0	0	0	0	0	0	1	0
ENSG00000267311	RP11-99A1.2	1	0	0	2	3	1	0	2	1	0
ENSG00000267112	RP11-839G9.1	2	0	1	2	2	0	4	4	1	2
ENSG00000166510	CCDC68	171	187	217	232	219	308	267	332	290	386
ENSG00000267647	MAP1LC3P	0	0	0	1	0	1	0	0	1	2
ENSG00000264804	AC098848.1	0	0	0	0	0	0	0	0	0	0
ENSG00000267013	CTD-2171N6.1	1	3	9	5	2	5	3	1	3	14
ENSG00000252437	RNA5SP459	0	0	0	0	0	0	0	0	0	0
ENSG00000196628	TCF4	11048	1814	2484	2536	14534	3135	17213	17958	17429	3562
ENSG00000267028	RP11-619L19.1	0	0	0	1	0	3	4	3	2	1
ENSG00000264571	MIR4529	0	0	0	1	0	0	0	3	0	0
ENSG00000267402	RP11-619L19.2	2	0	0	0	2	0	0	2	2	0
ENSG00000242320	RPL21P126	0	0	0	0	0	0	1	0	0	0
ENSG00000267284	RP11-397A16.1	0	18	21	39	1	45	2	1	0	44
ENSG00000267325	RP11-397A16.2	69	12	12	20	93	15	103	110	110	16
ENSG00000267172	RP11-397A16.3	0	2	1	3	0	4	0	0	0	8
ENSG00000260930	RP11-214L13.1	4	4	1	5	4	7	4	3	5	6
ENSG00000267327	CTD-2008L17.1	3	29	36	38	4	34	5	3	4	40
ENSG00000206129	CTD-2008L17.2	7	76	95	124	4	148	7	7	11	198
ENSG00000267057	RP11-456O19.2	0	6	2	2	0	12	0	1	0	14
ENSG00000267399	RP11-456O19.5	0	0	1	0	0	1	0	1	0	0
ENSG00000201816	SNORA73	0	0	0	0	0	0	0	0	0	0
ENSG00000267712	RP11-456O19.4	0	1	0	0	1	1	1	1	1	1
ENSG00000267732	RP11-456O19.3	0	0	0	0	0	0	0	0	0	0
ENSG00000091164	TXNL1	3987	2806	3177	3636	5510	4445	6268	6883	6319	5670
ENSG00000091157	WDR7	4983	724	900	1001	7152	1112	8355	8750	8652	1294
ENSG00000206865	Y_RNA	0	0	0	0	0	2	0	1	0	0
ENSG00000267146	RP11-383D22.1	3	0	0	0	4	0	12	9	8	0
ENSG00000212539	U3	0	0	0	0	0	0	1	0	0	0
ENSG00000267225	WDR7-OT1	0	0	0	0	0	1	0	1	0	0
ENSG00000258609	LINC-ROR	1	13	16	14	0	15	0	0	1	17
ENSG00000267789	CTD-2526M8.3	0	0	0	0	0	0	0	0	0	0
ENSG00000228075	BOD1L2	0	2	0	0	0	0	0	0	0	0
ENSG00000267726	CTD-2526M8.2	0	1	0	1	0	0	0	0	1	0
ENSG00000202240	RNU6-737P	1	0	0	0	0	0	0	0	0	0
ENSG00000177511	ST8SIA3	7545	18	44	49	10561	55	12615	13108	12634	65
ENSG00000119547	ONECUT2	250	970	1376	1288	339	1579	453	407	431	1731
ENSG00000266636	AC090340.1	0	0	0	0	0	0	0	0	0	0
ENSG00000066926	FECH	1109	1692	2039	2554	1593	3009	1843	2040	1852	3633
ENSG00000134440	NARS	7787	8218	10607	11912	10681	14824	12840	13399	12872	17516
ENSG00000267040	RP11-35G9.3	13	64	65	87	26	114	24	26	24	128
ENSG00000267787	RP11-35G9.5	1	2	4	1	3	2	0	1	0	2
ENSG00000081923	ATP8B1	199	771	1041	1073	295	1324	328	366	371	1598
ENSG00000202159	RNU6-742P	0	1	0	1	1	0	0	1	0	3
ENSG00000231544	RSL24D1P11	2	4	4	5	2	8	4	4	4	6
ENSG00000267209	RP11-693L9.2	0	0	0	0	0	0	0	0	0	0
ENSG00000265200	AC090324.1	0	0	0	0	0	0	0	0	0	0
ENSG00000235028	HMGN1P30	0	1	1	1	0	1	0	0	1	2
ENSG00000049759	NEDD4L	5111	5085	6283	7620	7407	8669	8758	9337	9076	10273
ENSG00000267743	RP11-718I15.1	1	0	0	7	2	4	0	1	0	1
ENSG00000267504	RP11-845C23.2	4	6	8	13	9	26	14	20	12	16
ENSG00000267396	RP11-845C23.3	0	0	0	0	0	0	0	0	0	0
ENSG00000267675	RP11-1151B14.2	0	1	1	5	0	5	1	2	0	1
ENSG00000267391	RP11-1151B14.3	0	0	1	0	0	0	0	0	0	0
ENSG00000207778	MIR122	0	0	0	0	0	0	0	0	0	0
ENSG00000252330	AC105105.1	0	0	0	0	0	0	0	0	0	0
ENSG00000198796	ALPK2	0	510	636	774	1	908	3	8	6	1057
ENSG00000267257	RP11-1151B14.4	0	6	8	11	0	12	0	0	0	13
ENSG00000267579	RP11-126O1.2	0	0	1	3	0	1	0	0	0	0
ENSG00000252284	SNORD28	0	0	0	0	0	0	0	0	0	0
ENSG00000239659	RPL9P31	0	0	0	0	0	0	0	0	0	0
ENSG00000267226	RP11-126O1.5	5	7	12	26	5	45	5	2	8	36
ENSG00000172175	MALT1	645	1932	2395	2721	929	3371	1089	1184	1121	3942
ENSG00000267476	RP11-126O1.4	0	7	2	9	2	6	4	0	0	14
ENSG00000266946	MRPL37P1	1	8	2	14	5	15	1	6	5	12
ENSG00000267010	RP11-108P20.1	144	104	144	163	175	165	187	215	184	210
ENSG00000267705	RP11-108P20.3	0	0	0	0	0	0	0	0	0	0
ENSG00000267501	RP11-108P20.2	6	0	1	6	7	8	2	7	4	11
ENSG00000265229	RN7SL112P	0	0	0	0	0	0	0	0	0	0
ENSG00000201598	RNU6-219P	0	0	0	0	0	0	0	0	0	0
ENSG00000267593	RP11-108P20.4	0	0	0	0	0	0	0	0	0	0
ENSG00000199713	U8	0	0	0	0	0	0	0	0	0	0
ENSG00000074657	ZNF532	6082	1880	2446	3032	9497	3266	11081	11589	11905	3865
ENSG00000251870	RNU2-69P	2	1	0	0	1	2	2	6	4	2
ENSG00000224367	OACYLP	11	0	0	1	18	2	11	12	22	2
ENSG00000267215	RP11-685A21.1	0	0	0	0	0	1	0	0	0	1
ENSG00000166562	SEC11C	2252	2014	2568	3030	3193	3824	3558	3779	3734	4751
ENSG00000134443	GRP	20	2	2	2	33	6	24	26	37	3
ENSG00000134438	RAX	4	0	0	0	2	0	4	1	3	1
ENSG00000166569	CPLX4	53	0	0	0	69	1	88	75	75	1
ENSG00000074695	LMAN1	2976	10396	13895	14185	3992	18863	4766	5011	4667	21722
ENSG00000267677	RP11-27G24.1	1	2	4	0	1	7	0	0	1	6
ENSG00000183287	CCBE1	116	113	176	192	131	249	162	171	179	285
ENSG00000267000	RP11-27G24.3	0	0	1	1	1	0	0	1	4	0
ENSG00000267061	RP11-760L24.1	0	0	0	0	1	0	0	0	0	0
ENSG00000267269	RP11-2N1.1	0	0	0	1	0	0	1	0	0	0
ENSG00000267774	RP11-2N1.2	1	0	0	0	0	0	0	0	0	0
ENSG00000221471	AC098847.1	0	0	0	0	0	0	0	0	0	0
ENSG00000224161	RPS26P54	0	0	1	0	0	0	0	0	1	1
ENSG00000267486	GLUD1P4	0	0	0	0	0	1	0	0	0	0
ENSG00000267669	RP11-824M15.3	0	1	7	8	0	5	0	0	0	9
ENSG00000141682	PMAIP1	59	2063	2589	2675	63	3592	78	95	77	4200
ENSG00000267066	RP11-866E20.1	0	0	0	0	0	0	0	0	0	0
ENSG00000267497	NFE2L3P1	0	0	0	0	0	1	1	0	0	2
ENSG00000239398	RN7SL342P	0	0	0	0	0	0	0	1	0	0
ENSG00000256704	SDCCAG3P1	0	0	0	1	0	0	0	0	0	0
ENSG00000267462	RP11-866E20.3	0	0	0	1	0	0	0	0	0	0
ENSG00000267742	FAM60CP	0	10	12	11	0	14	2	0	0	11
ENSG00000252555	RNU6-567P	0	0	0	0	0	0	0	0	0	0
ENSG00000267686	RP11-795H16.3	0	0	0	0	0	0	0	0	0	0
ENSG00000242060	RPS3AP49	0	4	3	6	2	4	0	1	1	4
ENSG00000202468	RNU4-17P	0	0	0	0	0	0	0	0	0	0
ENSG00000267620	RP11-795H16.2	0	0	0	0	1	1	0	1	1	0
ENSG00000267401	RP11-396N11.1	0	0	0	0	0	0	0	0	0	0
ENSG00000166603	MC4R	69	3	3	6	96	0	129	122	95	7
ENSG00000267400	RP11-325K19.3	0	0	1	0	0	0	0	0	0	0
ENSG00000266915	MRPS5P4	0	0	0	0	0	0	0	0	0	0
ENSG00000267687	RP11-325K19.6	0	0	0	0	0	0	0	0	0	0
ENSG00000253011	AC010928.1	0	0	0	0	0	0	0	0	0	0
ENSG00000267382	RP11-325K19.2	1	7	1	7	6	7	5	3	1	9
ENSG00000267098	RP11-325K19.1	12	0	0	0	11	1	14	15	21	1
ENSG00000267153	CTBP2P3	0	0	0	0	0	0	0	0	0	1
ENSG00000267513	RP11-622J9.1	1	0	0	0	0	0	0	0	0	0
ENSG00000101542	CDH20	1236	3	4	7	1922	2	2133	2305	2172	6
ENSG00000206769	RNU6-116P	0	0	0	0	0	0	1	1	0	0
ENSG00000243256	RPL30P14	0	3	0	0	3	0	4	1	3	1
ENSG00000267316	RP11-879F14.3	0	0	0	1	2	1	1	4	4	2
ENSG00000267279	RP11-879F14.2	5	11	16	23	17	32	17	18	22	47
ENSG00000267175	RP11-879F14.1	0	0	0	0	2	2	1	0	3	0
ENSG00000267038	RP11-1096D5.2	0	0	0	0	0	0	0	0	0	0
ENSG00000260440	RP11-1096D5.1	101	0	0	0	209	0	219	244	220	2
ENSG00000176641	RNF152	2716	140	164	167	4033	211	4613	4886	4700	234
ENSG00000267597	RPIAP1	0	0	0	0	0	0	1	0	0	0
ENSG00000197563	PIGN	607	1388	1791	2088	918	2441	1043	1158	1073	2987
ENSG00000134444	KIAA1468	2670	1190	1499	1626	3643	2077	4270	4529	4419	2279
ENSG00000266900	RP11-173A16.2	2	5	4	7	7	7	12	11	8	10
ENSG00000267560	RP11-173A16.1	12	11	8	8	23	12	33	29	27	8
ENSG00000141655	TNFRSF11A	168	514	695	798	230	864	298	312	321	998
ENSG00000199867	Y_RNA	0	0	0	0	0	1	0	0	0	0
ENSG00000267341	RP11-640A1.3	0	0	0	1	0	0	0	0	0	1
ENSG00000241088	RPL17P44	0	0	0	0	0	0	0	0	0	0
ENSG00000267487	RP11-640A1.4	0	0	0	0	0	0	0	0	0	0
ENSG00000266920	ACTBP9	2	2	0	3	0	4	1	2	3	5
ENSG00000141664	ZCCHC2	1279	1058	1346	1503	1797	1844	2239	2169	2327	2064
ENSG00000243549	RN7SL705P	0	0	0	0	0	0	0	0	0	0
ENSG00000081913	PHLPP1	4451	1327	1770	1857	6280	2110	7214	7414	7624	2581
ENSG00000206746	RNU6-142P	0	0	1	2	2	0	2	5	0	0
ENSG00000215431	AC015989.1	0	0	1	0	1	1	0	0	0	1
ENSG00000269630	AC015989.2	0	0	0	0	0	0	0	0	0	0
ENSG00000171791	BCL2	999	874	1149	1219	1365	1490	1622	1732	1638	1716
ENSG00000267766	RP11-299P2.1	0	1	0	0	0	0	0	0	1	1
ENSG00000238988	snoU13	0	1	0	4	0	1	1	0	0	1
ENSG00000267701	RP11-28F1.2	2	7	8	8	3	7	4	3	0	10
ENSG00000119537	KDSR	3113	2558	3302	3645	4466	4492	5089	5364	5047	5392
ENSG00000267390	RP11-635N19.1	103	13	23	22	145	23	164	175	172	28
ENSG00000119541	VPS4B	1940	1708	2213	2475	2671	2910	3208	3311	3232	3628
ENSG00000267430	RP11-635N19.2	3	7	0	10	21	10	11	7	15	8
ENSG00000206075	SERPINB5	0	319	414	445	1	613	2	1	0	654
ENSG00000269989	RP11-635N19.3	0	0	0	1	0	0	0	0	0	0
ENSG00000214318	ATP5G1P6	0	2	1	1	0	2	0	0	0	1
ENSG00000166634	SERPINB12	0	0	0	0	0	0	0	0	0	0
ENSG00000197641	SERPINB13	0	0	0	0	2	0	3	4	0	0
ENSG00000206073	SERPINB4	0	26	17	19	0	32	0	0	0	50
ENSG00000206072	SERPINB11	0	0	0	0	0	0	0	0	1	0
ENSG00000057149	SERPINB3	0	23	18	42	0	42	0	0	0	57
ENSG00000166396	SERPINB7	1	26	33	54	0	64	2	2	1	65
ENSG00000197632	SERPINB2	6	1406	1686	1947	3	2475	6	10	12	3067
ENSG00000242550	SERPINB10	0	0	1	3	0	4	1	0	0	8
ENSG00000268706	AC009802.1	0	0	1	0	0	0	0	0	0	0
ENSG00000221887	HMSD	64	4	0	4	83	3	98	109	97	4
ENSG00000166401	SERPINB8	228	414	498	654	308	722	376	338	348	931
ENSG00000237314	RPL12P39	0	0	0	0	0	0	0	0	0	0
ENSG00000179676	LINC00305	0	0	0	0	0	0	0	0	1	1
ENSG00000267134	RP11-146N18.1	0	0	0	0	0	0	0	0	0	0
ENSG00000236392	AC100848.1	0	0	0	0	0	0	0	0	0	0
ENSG00000266952	RP11-909B2.1	1	0	0	0	0	0	0	2	0	1
ENSG00000252818	RNU7-146P	0	0	0	0	0	0	0	0	0	0
ENSG00000263863	AC007948.1	0	0	0	0	0	0	0	0	0	0
ENSG00000264131	AC007631.1	0	0	0	0	0	0	0	0	0	0
ENSG00000264232	RP11-453M23.1	2	1	1	4	0	2	1	2	0	6
ENSG00000265217	RP11-775G23.1	0	10	1	7	0	11	0	0	1	13
ENSG00000081138	CDH7	421	164	141	193	592	216	695	804	753	256
ENSG00000263720	RP11-389J22.1	3	0	1	2	3	5	6	5	2	3
ENSG00000263622	RP11-389J22.3	0	0	0	0	0	0	1	0	0	0
ENSG00000264685	PRPF19P1	0	2	4	1	0	2	0	0	0	10
ENSG00000071991	CDH19	715	79	118	109	1047	138	1181	1303	1219	151
ENSG00000221536	AC091643.1	0	0	0	0	0	0	0	0	1	0
ENSG00000238680	RNU6-1037P	0	0	0	0	0	0	0	0	0	0
ENSG00000264409	AC113195.1	0	0	0	0	0	0	0	0	0	0
ENSG00000263354	MIR5011	0	0	0	0	0	0	0	0	0	0
ENSG00000264054	RPL31P9	0	0	0	0	0	0	0	0	0	0
ENSG00000265580	AC091042.1	0	0	0	0	0	0	0	0	0	0
ENSG00000265936	RP11-563H6.1	0	1	2	1	1	1	2	0	1	2
ENSG00000260578	CTD-2541J13.1	101	61	66	109	107	93	134	166	138	122
ENSG00000171451	DSEL	1010	853	763	1202	1659	1526	1864	2134	1912	1879
ENSG00000263424	CTD-2541J13.2	0	0	0	0	0	0	0	0	0	0
ENSG00000265533	RP11-638L3.1	1	0	1	0	1	0	5	5	3	0
ENSG00000264040	RP11-29O13.1	0	0	0	0	0	0	0	0	0	0
ENSG00000263594	RP11-28O3.2	0	0	0	0	1	1	0	0	0	0
ENSG00000265472	RP11-28O3.1	0	0	0	0	0	0	0	0	0	0
ENSG00000264104	RP11-638L3.4	0	1	1	0	0	1	1	0	0	0
ENSG00000265555	RP11-638L3.3	0	0	0	0	1	0	5	1	2	0
ENSG00000265240	RP11-638L3.2	0	0	0	0	0	0	0	1	1	0
ENSG00000264634	RP11-659F24.1	0	0	0	0	1	0	0	0	0	1
ENSG00000264869	RP11-526H11.1	0	0	0	0	0	0	1	0	0	0
ENSG00000264699	RP11-421N8.2	0	0	1	0	0	0	0	0	0	0
ENSG00000260747	RP11-421N8.1	1	10	8	17	5	15	3	11	8	20
ENSG00000265425	RP11-128D14.1	0	0	0	0	0	0	0	0	0	0
ENSG00000263355	AKR1B10P2	0	0	0	0	0	0	0	0	0	0
